app_name,category,rating,review,helpful_votes,version,date,user_name,developer_response
Canva,Photo & Video,3.0,Has potential but needs polish Slightly Very Extremely Very Slightly Slightly Extremely the app the app Extremely the app features Extremely Really the app,370,5.8.3,2023-10-28,user_9219,Thank you for your feedback!
Netflix,Entertainment,5.0,"Best app on my phone, period. Slightly features features features the app design the developer",145,2.8.9,2022-12-30,user_9801,Thank you for your feedback!
1Password,Utilities,5.0,Incredible features and smooth UI the app this update,368,2.5.6,2022-02-17,user_3009,We're working on it.
Amazon,Shopping,4.0,Works flawlessly on my iPhone performance features the app,293,3.6.9,2022-11-10,user_8709,Thank you for your feedback!
Netflix,Entertainment,4.0,Super intuitive and fast Slightly design features Extremely the app design,194,1.7.9,2023-04-14,user_4133,Thank you for your feedback!
Robinhood,Finance,5.0,Works flawlessly on my iPhone Really,221,1.2.7,2022-03-20,user_1952,We're working on it.
Canva,Photo & Video,3.0,Works fine most of the time,477,2.8.7,2022-06-12,user_2652,
Pokemon GO,Games,4.0,Can't imagine life without it this update the developer,155,3.6.2,2022-11-09,user_5434,Thank you for your feedback!
Dropbox,Utilities,4.0,Super intuitive and fast Really Slightly the app Extremely,109,2.9.3,2023-11-26,user_6780,
Airbnb,Travel,3.0,Works fine most of the time Very Very Very Extremely this update features Really Really the app,355,3.9.8,2022-10-18,user_2073,
Trello,Productivity,,Absolutely love this app! design this update Very features,73,1.7.4,2023-01-13,user_1237,We're working on it.
Instagram,Social Networking,5.0,Changed my daily routine for the better this update design the developer design the developer,462,4.0.2,2022-09-29,user_5420,
Lightroom,Photo & Video,5.0,Changed my daily routine for the better Really the developer,479,4.7.1,2023-11-17,user_3849,
Google Drive,Utilities,5.0,Can't imagine life without it features Very design the app the developer the app Slightly,325,3.7.6,2022-03-08,user_8169,
Khan Academy,Education,5.0,Can't imagine life without it features Slightly Slightly features Extremely features Very Slightly the app Slightly the developer this update performance this update design,356,5.4.2,2023-04-19,user_1835,
PUBG Mobile,Games,5.0,Can't imagine life without it features,160,1.3.4,2022-08-16,user_5088,We're working on it.
Clash of Clans,Games,4.0,"Five stars, highly recommend! the app design this update the developer design",256,5.2.4,2023-04-03,user_8752,
Instagram,Social Networking,4.0,Works flawlessly on my iPhone design the developer,21,5.0.3,2023-04-06,user_2833,We're working on it.
Pokemon GO,Games,1.0,"Horrible update, they broke everything Slightly Extremely the developer Slightly the app features features design Really performance the app the developer features Really",404,4.5.9,2022-04-01,user_1751,
Netflix,Entertainment,5.0,Incredible features and smooth UI Very Extremely Extremely Extremely Extremely design performance this update,78,4.9.1,2022-09-16,user_3414,
Dropbox,Utilities,5.0,Absolutely love this app! the app,119,2.2.7,2023-02-12,user_9195,
Canva,Photo & Video,5.0,Super intuitive and fast this update design this update design the app this update the developer Very the developer Extremely this update Slightly Really Really,175,1.0.6,2022-08-05,user_3302,
PayPal,Finance,4.0,"Five stars, highly recommend! features design Extremely Slightly the app the app this update Slightly the app Really Extremely design the developer Extremely performance",55,4.5.6,2023-06-26,user_5670,
Spotify,Music,3.0,Average experience overall performance Slightly the app the app Slightly features Really features Slightly performance design the app this update,231,4.5.9,2023-01-05,user_7691,
Strava,Health & Fitness,5.0,Absolutely love this app! performance,454,2.3.7,2022-11-19,user_3514,
DoorDash,Food & Drink,5.0,"Five stars, highly recommend! this update the developer Really this update Very design Slightly performance",229,3.5.7,2023-08-25,user_7033,
Coursera,Education,2.0,"Horrible update, they broke everything the app the app Extremely Extremely features Slightly Really",263,5.7.0,2023-07-13,user_2269,
Venmo,Finance,3.0,Works fine most of the time this update Very Really performance Slightly,181,2.4.3,2023-09-13,user_3503,
Instacart,Food & Drink,5.0,Can't imagine life without it Really,37,3.9.6,2022-05-17,user_5264,
Coursera,Education,2.0,"Buggy and slow, needs a lot of work Very Really this update this update Extremely features Extremely the app the app the developer",275,1.7.8,2022-06-09,user_6090,
Headspace,Health & Fitness,5.0,"Five stars, highly recommend! Slightly Slightly this update the app the developer Really features the developer Extremely the app Very the developer",444,3.0.8,2022-12-01,user_6495,We're working on it.
Evernote,Productivity,5.0,Can't imagine life without it Very the app Very Slightly performance Very design performance Slightly performance Very Extremely features,479,4.8.9,2023-12-30,user_3713,Thank you for your feedback!
Clash of Clans,Games,5.0,Incredible features and smooth UI Very performance the developer Extremely Extremely design the app Slightly Really Very features this update performance Really,450,1.6.8,2023-02-10,user_3765,We're working on it.
Uber,Travel,5.0,"Five stars, highly recommend! features the developer Very features the developer features design performance the developer performance the developer features Slightly this update the app",162,3.6.1,2022-08-24,user_5910,
Clash of Clans,Games,5.0,Great customer support too the developer Extremely Very Extremely Really Slightly performance,399,3.7.6,2023-08-23,user_2116,
Etsy,Shopping,4.0,Changed my daily routine for the better features the developer performance the developer the developer design Really the developer Very features Really Slightly Really performance Very,368,1.2.3,2023-08-17,user_2628,
Todoist,Productivity,5.0,Changed my daily routine for the better features Extremely,458,4.3.1,2022-10-26,user_1079,We're working on it.
Uber,Travel,4.0,Super intuitive and fast Very Really,498,2.1.8,2023-09-02,user_7986,Thank you for your feedback!
Evernote,Productivity,4.0,Absolutely love this app! Very Slightly Really,413,2.1.7,2023-05-13,user_6246,Thank you for your feedback!
DoorDash,Food & Drink,4.0,Absolutely love this app!,303,1.1.9,2023-10-17,user_2297,Thank you for your feedback!
MyFitnessPal,Health & Fitness,4.0,Can't imagine life without it design Very Extremely Slightly Extremely features,85,5.7.1,2023-01-17,user_2191,
VSCO,Photo & Video,1.0,Not worth the subscription price the app Very the app the developer design the developer the app Very Very,461,2.0.4,2022-02-24,user_1763,We're working on it.
Facebook,Social Networking,5.0,Great customer support too,432,5.3.4,2023-10-05,user_2868,
Instagram,Social Networking,5.0,Super intuitive and fast Slightly the developer Really,415,5.3.2,2022-09-29,user_2246,We're working on it.
TikTok,Social Networking,3.0,Works fine most of the time Very the app Very Very design design Really Very the app this update performance,255,2.8.3,2022-06-21,user_7328,Thank you for your feedback!
Google Drive,Utilities,5.0,Absolutely love this app! performance Really the app,354,1.1.6,2023-04-25,user_9798,Thank you for your feedback!
Disney+,Entertainment,5.0,Super intuitive and fast,196,2.5.1,2022-12-08,user_4093,We're working on it.
Headspace,Health & Fitness,5.0,Incredible features and smooth UI the app Extremely Really Very the developer,137,3.1.7,2023-12-04,user_6537,
Etsy,Shopping,4.0,Absolutely love this app! features Really performance Really this update performance Really Slightly the app,67,3.0.8,2022-09-23,user_9221,
Trello,Productivity,5.0,Great customer support too the app the app Really performance this update the app the developer Really Really,382,2.0.7,2023-02-07,user_5466,
Among Us,Games,5.0,Can't imagine life without it Slightly performance Really the app Very Very the developer,449,4.3.2,2023-07-16,user_4070,We're working on it.
Fortnite,Games,5.0,"Best app on my phone, period. Very Slightly Really Very design Extremely the app",426,2.6.8,2022-02-01,user_2195,We're working on it.
Instacart,Food & Drink,5.0,Absolutely love this app! Really Slightly the app Really the developer the developer design design the app Really Really,47,1.6.4,2023-07-08,user_6761,Thank you for your feedback!
DoorDash,Food & Drink,5.0,"Five stars, highly recommend! features the developer Really design performance Extremely Really performance the developer Slightly Extremely the developer",407,2.8.8,2022-05-04,user_2023,
Candy Crush,Games,4.0,Incredible features and smooth UI the developer the app the developer the app the app Really design Very this update performance,481,1.7.0,2023-08-05,user_3511,
Khan Academy,Education,4.0,"Five stars, highly recommend! Slightly features the app features performance Really design the developer this update",196,3.5.3,2022-11-09,user_8407,We're working on it.
Trello,Productivity,5.0,"Fantastic update, keeps getting better the developer Slightly Very Very the developer Slightly this update the developer this update this update this update performance Slightly this update",388,2.7.2,2023-09-27,user_4115,
eBay,Shopping,5.0,Can't imagine life without it design the developer Very features Really design Extremely this update the developer Very the developer this update performance Extremely Extremely,267,2.7.3,2023-08-23,user_4809,
YouTube,Entertainment,4.0,"Five stars, highly recommend! Very Extremely Really performance the app the app Very features the app Slightly features",245,2.3.4,2022-01-04,user_7396,
Clash of Clans,Games,5.0,"Best app on my phone, period. the app Extremely performance Very the developer Very Slightly the developer Extremely the developer Slightly features the app",467,4.2.8,2023-07-24,user_7874,
Instagram,Social Networking,5.0,,13,1.1.1,2023-04-24,user_6562,
DoorDash,Food & Drink,2.0,Terrible battery drain features Slightly the developer Very design the developer this update Extremely design,394,3.6.3,2023-06-02,user_2796,
PUBG Mobile,Games,5.0,Super intuitive and fast Very features Extremely,154,4.9.2,2022-09-15,user_7347,
Evernote,Productivity,5.0,Works flawlessly on my iPhone Very the app Extremely Extremely features the developer design Slightly the developer design Slightly design Really Slightly,209,1.4.5,2023-10-29,user_2233,We're working on it.
TikTok,Social Networking,2.0,Terrible battery drain design Very the developer Extremely Slightly the app design Very Slightly Very Really performance Really Extremely features,74,2.7.8,2023-10-18,user_7290,
Lightroom,Photo & Video,3.0,"Some features are great, others not so much features",132,1.4.6,2022-01-14,user_7975,Thank you for your feedback!
Disney+,Entertainment,2.0,Interface is confusing and cluttered Very Really design this update the app performance features the developer design Very design Really,58,4.9.0,2023-01-31,user_6540,
Duolingo,Education,5.0,"Best app on my phone, period. the app Slightly Really Very Very Really performance Very",488,4.0.0,2022-09-18,user_1863,
Robinhood,Finance,,"Horrible update, they broke everything performance features this update Extremely Very features Really Slightly Really performance the developer Extremely Slightly",405,4.9.6,2023-01-25,user_8416,We're working on it.
Twitter,Social Networking,3.0,Works fine most of the time features,63,1.4.1,2022-10-12,user_5418,
Twitter,Social Networking,5.0,"Five stars, highly recommend!",192,4.3.7,2022-06-23,user_5041,We're working on it.
Duolingo,Education,3.0,OK but could use some improvements this update Very performance design performance performance this update the app Slightly the app the app,459,4.9.8,2022-06-24,user_4762,
Spotify,Music,1.0,Support never responds the app the app design the developer design Extremely the app Really Slightly the developer Really this update the developer performance this update,241,3.0.4,2022-08-24,user_1912,
Spotify,Music,5.0,"Five stars, highly recommend!",92,2.8.5,2023-07-19,user_7714,We're working on it.
eBay,Shopping,5.0,"Five stars, highly recommend! performance design the app Slightly the developer features Slightly features Slightly Really Very Really this update",433,2.6.2,2023-11-11,user_3240,Thank you for your feedback!
Lightroom,Photo & Video,1.0,Terrible battery drain this update design Very,111,3.5.9,2022-10-28,user_1997,We're working on it.
Apple Music,Music,1.0,Interface is confusing and cluttered Slightly Slightly Slightly design the developer the app the app,58,5.5.0,2023-04-03,user_7837,
Canva,Photo & Video,,"Fantastic update, keeps getting better the app design this update performance performance performance performance",267,3.1.2,2022-06-24,user_6422,We're working on it.
VSCO,Photo & Video,4.0,"Five stars, highly recommend! performance design Really the developer design performance design design this update the developer Very Extremely the developer design",19,4.5.2,2022-08-03,user_7511,Thank you for your feedback!
Twitter,Social Networking,5.0,Works flawlessly on my iPhone Very,130,2.8.5,2022-10-03,user_1623,Thank you for your feedback!
Minecraft,Games,5.0,Absolutely love this app! performance Slightly performance features Extremely the app performance the app,89,3.3.8,2022-12-15,user_2133,
Google Drive,Utilities,4.0,Works flawlessly on my iPhone Slightly Extremely Very Extremely Really Very the app Very Extremely this update Very Slightly Extremely Extremely the app,460,1.8.9,2023-05-26,user_9611,Thank you for your feedback!
Microsoft Word,Productivity,5.0,"Fantastic update, keeps getting better this update the developer features features",432,2.3.8,2022-02-12,user_5699,
Netflix,Entertainment,4.0,Works flawlessly on my iPhone the app design,291,4.0.3,2022-07-27,user_4791,
PayPal,Finance,2.0,Support never responds Extremely this update Slightly the app design the app the developer the developer the developer,74,2.1.3,2023-04-28,user_9852,
YouTube,Entertainment,5.0,Super intuitive and fast Really Extremely,423,4.7.6,2023-05-26,user_8498,Thank you for your feedback!
Coursera,Education,5.0,Changed my daily routine for the better Slightly features Slightly Slightly Extremely the developer Really Extremely features Very Slightly design Extremely,147,3.1.1,2022-02-21,user_3289,Thank you for your feedback!
Amazon,Shopping,,Keeps freezing on my device Slightly Extremely Really the developer performance Very Extremely the developer design Extremely,295,1.4.8,2022-11-19,user_6510,
Coursera,Education,3.0,"Decent app, does what it says Slightly Really Very performance",208,1.6.7,2022-10-16,user_2738,
eBay,Shopping,5.0,"Best app on my phone, period. Slightly this update the app Very features features features this update Extremely",115,3.2.7,2023-12-15,user_8431,
Clash of Clans,Games,,Works fine most of the time Really this update design features Slightly the developer Very performance performance,429,3.8.9,2022-07-31,user_8437,Thank you for your feedback!
Pokemon GO,Games,5.0,Super intuitive and fast this update this update this update performance the developer Really the developer design this update features design,6,3.1.6,2023-11-26,user_6469,We're working on it.
Yelp,Food & Drink,4.0,"Best app on my phone, period. Slightly design the developer Extremely Extremely Extremely Slightly Extremely",442,5.0.0,2022-09-22,user_2188,
Trello,Productivity,5.0,Incredible features and smooth UI features design performance Slightly,431,5.5.5,2022-09-19,user_9088,
PUBG Mobile,Games,4.0,Great customer support too performance this update Slightly Really design Slightly the app Really features the developer Extremely the app performance features features,214,2.8.0,2022-02-28,user_6072,
Coursera,Education,4.0,"Fantastic update, keeps getting better design",72,4.3.4,2023-12-19,user_7936,
Google Drive,Utilities,5.0,,211,4.9.9,2022-05-11,user_2438,Thank you for your feedback!
Snapchat,Social Networking,3.0,Has potential but needs polish Slightly Very Slightly the developer performance performance the developer Extremely Very this update Slightly the developer this update features features,464,1.6.6,2023-06-18,user_9324,
Apple Music,Music,5.0,Can't imagine life without it Very Slightly design the developer Really the app this update this update Slightly Really Extremely features Extremely Extremely,118,1.5.9,2023-01-15,user_6137,
Dropbox,Utilities,5.0,"Five stars, highly recommend! design Really Extremely",206,3.6.3,2022-07-11,user_3157,
SoundCloud,Music,5.0,"Best app on my phone, period. Slightly the developer Really Very",221,2.6.9,2023-04-07,user_6110,We're working on it.
Hulu,Entertainment,2.0,"Buggy and slow, needs a lot of work this update this update this update design the developer features performance Really the app Extremely Slightly the app Really performance Slightly",379,2.2.5,2023-07-31,user_2287,Thank you for your feedback!
Twitter,Social Networking,2.0,"Horrible update, they broke everything Really Very the app the app features performance Very",118,4.3.1,2023-09-13,user_2482,We're working on it.
PayPal,Finance,4.0,"Five stars, highly recommend! the app the developer Really this update the developer Extremely Slightly",272,4.2.2,2022-07-17,user_1197,Thank you for your feedback!
Microsoft Word,Productivity,,Can't imagine life without it the app the developer Slightly the app Slightly performance Very the developer Slightly Really performance design design,349,1.3.2,2023-04-26,user_4329,
Instagram,Social Networking,4.0,Super intuitive and fast performance Very the app design features Extremely performance Very performance,493,3.6.1,2022-04-29,user_9435,
Minecraft,Games,4.0,Changed my daily routine for the better,433,4.9.5,2023-06-02,user_7767,
1Password,Utilities,4.0,"Best app on my phone, period. Very the developer the developer Really Very the developer Very performance the app performance",57,1.3.6,2023-03-11,user_7306,Thank you for your feedback!
TikTok,Social Networking,3.0,Useful but not without issues the app this update the developer Very features Slightly this update Slightly Very,275,4.9.0,2022-06-27,user_5556,
TikTok,Social Networking,2.0,Not worth the subscription price Extremely the developer Very performance the developer Very Extremely Slightly design the app the developer,215,4.7.1,2023-08-20,user_6608,
YouTube,Entertainment,2.0,Keeps freezing on my device Slightly,51,5.7.8,2022-03-05,user_8472,
Notion,Productivity,4.0,"Five stars, highly recommend! Very design the developer performance the developer this update Very performance features Extremely",83,5.2.0,2024-01-01,user_2209,
Pokemon GO,Games,5.0,Incredible features and smooth UI the app the app this update Extremely performance the app Slightly the app Slightly this update features features performance design,125,4.1.9,2023-11-03,user_6370,
Netflix,Entertainment,3.0,"Decent app, does what it says this update this update Extremely performance",71,2.4.5,2023-04-15,user_8868,Thank you for your feedback!
Headspace,Health & Fitness,4.0,"Best app on my phone, period. features this update the app the developer Really performance design",55,1.9.1,2023-12-16,user_7021,We're working on it.
Apple Music,Music,3.0,Useful but not without issues this update Very Extremely the developer features performance Slightly features this update Very design features this update Extremely,394,2.7.0,2023-03-02,user_7272,
Uber,Travel,,Can't imagine life without it the app performance the app Really features Very the developer,391,1.3.3,2023-07-18,user_9996,
PUBG Mobile,Games,3.0,Works fine most of the time,55,5.9.6,2023-02-10,user_8810,Thank you for your feedback!
TikTok,Social Networking,2.0,,38,2.6.5,2023-03-07,user_8913,
Coursera,Education,4.0,"Best app on my phone, period.",419,3.6.5,2023-05-18,user_5702,
Yelp,Food & Drink,5.0,"Five stars, highly recommend! the app Slightly Slightly the app the developer Really Extremely this update this update performance Slightly features design the developer the app",479,2.0.5,2023-06-14,user_9234,Thank you for your feedback!
Google Maps,Travel,5.0,"Best app on my phone, period. design",281,3.3.1,2022-05-20,user_3885,Thank you for your feedback!
Strava,Health & Fitness,5.0,Super intuitive and fast Extremely the app this update Really Really Slightly Really Really Really Extremely,222,1.5.9,2023-04-24,user_1212,
Fortnite,Games,5.0,"Best app on my phone, period. features",165,1.7.3,2023-06-16,user_9297,
Twitter,Social Networking,5.0,"Five stars, highly recommend! features performance the developer performance Extremely design performance Extremely this update features this update Extremely Extremely this update",382,3.9.6,2023-05-25,user_2108,We're working on it.
TikTok,Social Networking,4.0,Super intuitive and fast Extremely Really Extremely,277,5.4.2,2023-01-03,user_2110,
Subway Surfers,Games,4.0,Works flawlessly on my iPhone Very,374,3.9.4,2022-01-15,user_5813,
1Password,Utilities,5.0,Works flawlessly on my iPhone Really Very this update the developer performance this update performance Extremely performance,301,2.8.8,2023-12-28,user_8334,Thank you for your feedback!
Coursera,Education,5.0,"Five stars, highly recommend! Really the developer design design this update features design design design performance design Really Extremely",452,5.7.8,2022-08-12,user_9745,Thank you for your feedback!
VSCO,Photo & Video,,Incredible features and smooth UI Really Really Very Extremely the developer this update,265,2.9.7,2023-12-24,user_1139,
MyFitnessPal,Health & Fitness,4.0,"Five stars, highly recommend! this update design the app Slightly Slightly Really Slightly",237,2.3.1,2022-03-21,user_8698,We're working on it.
Strava,Health & Fitness,4.0,Absolutely love this app! the app the app design the app this update features performance design this update the developer,427,1.3.0,2022-06-09,user_9694,Thank you for your feedback!
Canva,Photo & Video,4.0,"Fantastic update, keeps getting better Really this update performance Very the developer Really the app Slightly",445,4.8.7,2022-04-24,user_3781,
Hulu,Entertainment,5.0,Works flawlessly on my iPhone the developer Very Slightly performance the app Very the app this update the app features the developer Really performance Slightly the app,64,2.5.7,2022-11-04,user_5868,We're working on it.
Google Maps,Travel,4.0,Super intuitive and fast Very the app design the developer features performance design Slightly Very features,478,1.5.6,2023-05-03,user_5090,
Google Maps,Travel,4.0,Can't imagine life without it Slightly the app,438,4.7.0,2023-10-27,user_7033,
1Password,Utilities,2.0,"Buggy and slow, needs a lot of work",183,5.8.3,2023-06-01,user_4432,
Yelp,Food & Drink,,Changed my daily routine for the better the app performance Very the app this update the app Extremely the developer,277,3.6.3,2023-12-06,user_4949,
Google Maps,Travel,5.0,Works flawlessly on my iPhone Extremely the developer design Very,175,3.7.0,2022-12-14,user_2263,
Spotify,Music,4.0,"Fantastic update, keeps getting better the app this update Really the developer",459,2.4.2,2023-04-21,user_2452,Thank you for your feedback!
Pokemon GO,Games,5.0,Great customer support too performance performance the developer features Slightly features features Extremely the app design features features,398,4.0.3,2023-12-02,user_6644,
Robinhood,Finance,3.0,Gets the job done the app Really features Very Very,462,5.2.2,2023-08-09,user_5596,
Netflix,Entertainment,4.0,Super intuitive and fast Very performance Really features features Slightly Slightly,166,5.4.1,2023-05-29,user_6906,
Spotify,Music,5.0,Can't imagine life without it Really this update Very this update this update features Extremely Extremely,31,1.0.3,2022-12-22,user_7591,
Fortnite,Games,5.0,Changed my daily routine for the better this update the app Very the developer design,147,1.4.7,2023-08-17,user_9956,Thank you for your feedback!
SoundCloud,Music,1.0,Not worth the subscription price the app performance this update,468,4.2.1,2022-07-19,user_3420,
Clash of Clans,Games,4.0,Great customer support too Very this update features Slightly Extremely the developer Extremely Slightly the developer this update design this update Extremely,207,5.2.5,2023-07-12,user_8198,
Airbnb,Travel,,Works flawlessly on my iPhone Slightly features the developer Slightly Really Extremely Really this update Slightly,331,1.7.2,2023-02-08,user_3494,We're working on it.
Minecraft,Games,4.0,Changed my daily routine for the better performance the app the developer this update design performance,210,4.4.9,2022-03-24,user_2479,Thank you for your feedback!
Facebook,Social Networking,5.0,Incredible features and smooth UI design the developer Extremely Really performance the developer Slightly,248,2.6.6,2022-07-03,user_3354,We're working on it.
Snapchat,Social Networking,5.0,Can't imagine life without it Slightly Extremely Really the developer the app features design Slightly Very this update,17,1.1.0,2023-06-08,user_6115,We're working on it.
Duolingo,Education,2.0,"Too many ads, ruins the experience Slightly",294,4.0.0,2022-07-07,user_7381,
VSCO,Photo & Video,4.0,"Five stars, highly recommend!",344,1.7.4,2023-09-20,user_6496,
PayPal,Finance,4.0,Works flawlessly on my iPhone features performance design,487,2.4.4,2022-03-16,user_1391,Thank you for your feedback!
MyFitnessPal,Health & Fitness,3.0,Gets the job done Slightly the app features design Very Really Slightly design features,336,3.2.3,2023-06-22,user_4195,
Snapchat,Social Networking,5.0,Incredible features and smooth UI,389,4.1.1,2023-10-20,user_1250,Thank you for your feedback!
Hulu,Entertainment,5.0,,187,2.3.1,2023-05-27,user_2320,
Coursera,Education,4.0,,94,2.8.8,2022-03-15,user_6841,
Clash of Clans,Games,4.0,Great customer support too Very design design this update Very design the app the app Slightly Really Slightly,38,1.7.3,2023-12-31,user_3226,
Disney+,Entertainment,5.0,Works flawlessly on my iPhone Extremely the developer,332,2.0.3,2023-12-06,user_3765,
Among Us,Games,,Super intuitive and fast Extremely Slightly Very features this update this update Extremely Really features features features design the app Slightly Extremely,485,5.9.9,2022-09-30,user_3529,We're working on it.
Hulu,Entertainment,3.0,Has potential but needs polish,119,2.3.0,2023-06-20,user_7731,
Candy Crush,Games,3.0,Average experience overall the developer design this update Really Slightly Really features performance Extremely the developer design the developer Slightly,221,1.5.1,2023-07-25,user_3052,
Coursera,Education,5.0,"Fantastic update, keeps getting better Very the developer the app Extremely the app",130,2.9.1,2023-12-10,user_2175,Thank you for your feedback!
Pokemon GO,Games,3.0,Gets the job done design Really Extremely Extremely Slightly the developer this update Extremely,225,5.6.5,2023-11-22,user_8975,
Robinhood,Finance,5.0,Incredible features and smooth UI this update the app features the app Extremely Slightly Really Extremely,95,4.4.1,2022-06-01,user_1109,We're working on it.
Candy Crush,Games,5.0,,199,2.6.8,2023-09-01,user_4452,We're working on it.
eBay,Shopping,5.0,Super intuitive and fast design Very this update features the developer Really Extremely Extremely Slightly the app Very,317,5.5.7,2023-03-28,user_7118,
Dropbox,Utilities,3.0,Useful but not without issues this update features features Extremely performance the app the app this update the app Very design this update Extremely,205,2.7.6,2022-10-02,user_3567,We're working on it.
PayPal,Finance,4.0,Changed my daily routine for the better Really features performance Slightly this update Very the developer,393,4.0.8,2023-11-01,user_9803,
Microsoft Word,Productivity,4.0,Super intuitive and fast design Extremely design Really Extremely design the app performance the app Slightly performance Extremely design the app,186,4.0.4,2023-08-26,user_1652,We're working on it.
Strava,Health & Fitness,4.0,"Fantastic update, keeps getting better the developer Slightly",314,4.5.9,2023-05-06,user_8384,
Amazon,Shopping,5.0,"Five stars, highly recommend! performance Really Extremely",254,3.0.5,2023-04-27,user_4368,Thank you for your feedback!
Google Maps,Travel,4.0,Works flawlessly on my iPhone features this update performance,307,3.1.7,2022-11-18,user_8033,We're working on it.
eBay,Shopping,5.0,Incredible features and smooth UI Really design features design design this update,424,5.7.7,2022-03-11,user_7952,We're working on it.
Yelp,Food & Drink,4.0,"Best app on my phone, period. Slightly the app Extremely Extremely performance Very Extremely design the app this update performance the app",212,1.2.6,2022-12-02,user_8816,
Uber,Travel,5.0,"Best app on my phone, period. design this update Very design",486,5.9.8,2023-06-06,user_7013,
Twitter,Social Networking,5.0,Works flawlessly on my iPhone the developer the app,387,5.4.1,2023-12-14,user_6696,We're working on it.
Spotify,Music,1.0,Support never responds the app Extremely performance Extremely the app the app,126,1.8.5,2023-01-13,user_7611,Thank you for your feedback!
Fortnite,Games,5.0,"Fantastic update, keeps getting better the app the developer Extremely",432,5.1.4,2022-11-09,user_1037,
Clash of Clans,Games,5.0,Incredible features and smooth UI performance,204,3.6.0,2022-06-02,user_4906,
Clash of Clans,Games,3.0,Useful but not without issues features Really performance the developer Very the app performance Very this update,419,3.4.2,2023-04-10,user_4377,
Twitter,Social Networking,4.0,Works flawlessly on my iPhone this update performance Very design Very design features the app Very the app the developer design features the app features,398,5.7.8,2023-12-21,user_4987,Thank you for your feedback!
PUBG Mobile,Games,,"Decent app, does what it says Very this update the developer Slightly performance Really the app design the app this update",407,2.6.0,2023-10-13,user_2750,Thank you for your feedback!
VSCO,Photo & Video,4.0,Changed my daily routine for the better,497,3.0.2,2022-12-25,user_7177,
Among Us,Games,5.0,Incredible features and smooth UI Extremely Really the developer,278,4.7.5,2022-06-01,user_8869,
Khan Academy,Education,4.0,"Best app on my phone, period. design this update performance the developer",263,1.7.6,2022-08-07,user_6337,
Strava,Health & Fitness,,Incredible features and smooth UI features the app this update the developer Really,110,3.3.8,2023-07-15,user_2649,Thank you for your feedback!
YouTube,Entertainment,5.0,"Five stars, highly recommend! Slightly features Very design Really performance Slightly features Slightly features Extremely Really this update features",422,3.7.2,2022-12-10,user_7857,
VSCO,Photo & Video,1.0,"Buggy and slow, needs a lot of work features this update features Really Extremely the developer Slightly features Slightly performance Slightly the developer Very features",155,2.4.0,2023-12-20,user_8721,
Subway Surfers,Games,5.0,Super intuitive and fast performance the developer design performance,271,4.7.6,2023-02-20,user_6291,
Etsy,Shopping,5.0,Absolutely love this app! Extremely the developer Extremely the developer the developer the developer the app this update Extremely Extremely,245,2.8.6,2022-03-17,user_8640,We're working on it.
1Password,Utilities,4.0,Absolutely love this app! this update Really features this update features the app Very Extremely performance the app this update,400,5.6.4,2023-01-01,user_6443,
Notion,Productivity,5.0,"Five stars, highly recommend! Slightly Really Really",12,3.5.7,2022-01-09,user_6966,
Amazon,Shopping,5.0,Can't imagine life without it this update,220,5.7.4,2022-10-24,user_2517,
Microsoft Word,Productivity,5.0,Can't imagine life without it the developer features Slightly Slightly Very Slightly Slightly Really Slightly Very the developer Really Really,337,5.7.5,2022-03-19,user_4289,Thank you for your feedback!
Airbnb,Travel,3.0,Average experience overall Extremely design Very design Extremely design design Slightly the developer the developer,468,5.7.6,2023-12-06,user_3613,
Microsoft Word,Productivity,5.0,Incredible features and smooth UI performance Slightly the developer Really Very the developer features performance Extremely design Very the developer Extremely,111,4.0.8,2022-04-08,user_1039,
Snapchat,Social Networking,4.0,Great customer support too Very performance Really,423,5.8.4,2022-02-14,user_5113,
Khan Academy,Education,3.0,Average experience overall design design this update,142,4.9.3,2022-01-09,user_1232,We're working on it.
Fortnite,Games,5.0,Can't imagine life without it,201,3.8.0,2023-07-14,user_2978,
Fortnite,Games,5.0,Changed my daily routine for the better Extremely design Slightly Really design Very,52,1.5.6,2023-12-29,user_4626,
Etsy,Shopping,2.0,Lost all my data after update design this update Really Very Very Extremely Really the app the app Slightly Really Very the developer,179,2.4.6,2023-04-04,user_7914,
Todoist,Productivity,4.0,Great customer support too Very the developer performance,312,5.8.3,2023-02-11,user_3600,
Coursera,Education,4.0,Incredible features and smooth UI this update the developer Slightly Really Very Really this update Really,181,2.1.4,2023-03-20,user_7052,Thank you for your feedback!
Google Drive,Utilities,5.0,Can't imagine life without it performance design performance Slightly the app design this update Really Really features the developer design Slightly features this update,43,4.4.1,2023-02-12,user_5434,
Among Us,Games,1.0,Lost all my data after update Very performance features design Very design performance design Really features features design,97,5.7.6,2022-09-18,user_2540,
Strava,Health & Fitness,3.0,OK but could use some improvements the developer this update design features Slightly Extremely,287,5.6.1,2023-06-01,user_1218,
PayPal,Finance,,Keeps freezing on my device Slightly features this update Slightly the developer features design,480,4.8.8,2022-12-28,user_9941,We're working on it.
Pokemon GO,Games,5.0,Works flawlessly on my iPhone Really the developer Slightly the developer Very,440,5.6.2,2023-04-15,user_8136,
Notion,Productivity,3.0,"Some features are great, others not so much this update Really Very Slightly features Very Extremely performance performance features features the developer the app",154,5.0.2,2022-05-18,user_9420,
